,title,company,salary,location,summary
1631,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1632,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1633,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1634,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1635,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1636,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1637,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1638,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1639,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1640,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1641,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1642,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
The aim of this post is to (1) harmonise and integrate anonymous patient data of the SOPHOS cohort study (ScOttish Psoriatic artHritis Observational Study and…
"
1643,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1644,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1645,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1646,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1647,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1648,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1649,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1650,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1651,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1652,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1653,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1654,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1655,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1656,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1657,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1658,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
Support Senior Data Science Manager and other Centre staff in the acquisition of data from data owners; clean, link and otherwise curate the data.
"
1659,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1660,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1661,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1662,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1663,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1664,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1665,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1666,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1667,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1668,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1669,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1670,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1671,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1672,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
The aim of this post is to (1) harmonise and integrate anonymous patient data of the SOPHOS cohort study (ScOttish Psoriatic artHritis Observational Study and…
"
1673,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1674,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1675,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1676,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1677,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1678,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1679,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1680,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1681,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1682,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1683,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1684,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1685,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1686,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1687,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
The aim of this post is to (1) harmonise and integrate anonymous patient data of the SOPHOS cohort study (ScOttish Psoriatic artHritis Observational Study and…
"
1688,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1689,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1690,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1691,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1692,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1693,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1694,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1695,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1696,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1697,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1698,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1699,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1700,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1701,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1702,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1703,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
Support Senior Data Science Manager and other Centre staff in the acquisition of data from data owners; clean, link and otherwise curate the data.
"
1704,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1705,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1706,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1707,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1708,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1709,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1710,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1711,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1712,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1713,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1714,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1715,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1716,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1717,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1718,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
Support Senior Data Science Manager and other Centre staff in the acquisition of data from data owners; clean, link and otherwise curate the data.
"
1719,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1720,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1721,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1722,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1723,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1724,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1725,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
We pledge ""to prove IT can make a real difference to our customer's businesses"".
We work hard to ensure we understand what our customers need from their…
"
1726,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
We are a highly motivated and collaborative team of scientists, technologists, and market practitioners.
POSTING DATE: Nov 3, 2021.
Build a career with impact.
"
1727,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1728,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
What do you need to apply?
"
1729,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1730,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1731,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1732,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
The aim of this post is to (1) harmonise and integrate anonymous patient data of the SOPHOS cohort study (ScOttish Psoriatic artHritis Observational Study and…
"
1733,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1734,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1735,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1736,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1737,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1738,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1739,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1740,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1741,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1742,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1743,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1744,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1745,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1746,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1747,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
The aim of this post is to (1) harmonise and integrate anonymous patient data of the SOPHOS cohort study (ScOttish Psoriatic artHritis Observational Study and…
"
1748,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1749,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1750,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1751,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1752,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1753,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1754,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1755,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1756,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1757,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1758,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1759,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1760,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1761,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1762,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1763,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
Support Senior Data Science Manager and other Centre staff in the acquisition of data from data owners; clean, link and otherwise curate the data.
"
1764,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1765,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1766,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1767,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1768,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1769,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1770,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1771,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1772,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1773,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1774,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
1775,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
1776,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
1777,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
1778,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
Support Senior Data Science Manager and other Centre staff in the acquisition of data from data owners; clean, link and otherwise curate the data.
"
1779,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
1780,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
1781,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
1782,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
1783,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
1784,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
1785,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
1786,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
1787,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
1788,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
1789,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
