,title,company,salary,location,summary
2402,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2403,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2404,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2405,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2406,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2407,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2408,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2409,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2410,Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
2411,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2412,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2413,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2414,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2415,Data Science Manager,Datatech Analytics,,Birmingham,"
You will mine and analyse big data sets using data science techniques, and deliver appropriate outcomes for the business, whether analysis, modelling and/or…
"
2416,AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
2417,Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
2418,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2419,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2420,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2421,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2422,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2423,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2424,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2425,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2426,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2427,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2428,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2429,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2430,AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
2431,Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
2432,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2433,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2434,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2435,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2436,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2437,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2438,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2439,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2440,Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
2441,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2442,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2443,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2444,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2445,Data Science Manager,Datatech Analytics,,Birmingham,"
You will mine and analyse big data sets using data science techniques, and deliver appropriate outcomes for the business, whether analysis, modelling and/or…
"
2446,AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
2447,Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
2448,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2449,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2450,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2451,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2452,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2453,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2454,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2455,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2456,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2457,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2458,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2459,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2460,AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
2461,Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
2462,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2463,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2464,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2465,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2466,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2467,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2468,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2469,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2470,Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
2471,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2472,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2473,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2474,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2475,AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
2476,Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
2477,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2478,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2479,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2480,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2481,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2482,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2483,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2484,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2485,Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
2486,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2487,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2488,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2489,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2490,AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
2491,Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
2492,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2493,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2494,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2495,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2496,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2497,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2498,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2499,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2500,Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
2501,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2502,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2503,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2504,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2505,Data Science Manager,Datatech Analytics,,Birmingham,"
You will mine and analyse big data sets using data science techniques, and deliver appropriate outcomes for the business, whether analysis, modelling and/or…
"
2506,AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
2507,Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
2508,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2509,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2510,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2511,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2512,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2513,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2514,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2515,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2516,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2517,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2518,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2519,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2520,Data Science Manager,Datatech Analytics,,Birmingham,"
You will mine and analyse big data sets using data science techniques, and deliver appropriate outcomes for the business, whether analysis, modelling and/or…
"
2521,AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
2522,Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
2523,Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
2524,newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
2525,HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
2526,ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
2527,AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
2528,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
2529,"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
2530,Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2531,ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
2532,Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
2533,Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
2534,Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
2535,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
Support Senior Data Science Manager and other Centre staff in the acquisition of data from data owners; clean, link and otherwise curate the data.
"
2536,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
2537,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
2538,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
2539,Data Science Consultant,Metrica Recruitment,"£40,000 - £55,000 a year",Glasgow,"
Highly advantageous to have used Python or R as well as cloud computing platforms and big data tools.
Over 18 months years of experience in operational research…
"
2540,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
2541,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
2542,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
2543,Data Scientist,MBN Recruitment Solutions,"£40,001 - £60,000 a year",Stirling•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Write bespoke programs to automate the analysis of…
"
2544,newTechnology Principal - Data and Analytics,Version 1,,Glasgow,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
2545,Applied Machine Learning Researcher,Morgan Stanley,,Glasgow,"
Ideal candidates will be able to apply the technical expertise and research acumen cultivated in their academic careers to real-world financial and operating…
"
2546,Big Data Developer,GROUP ENTERPRISES CIC,"£29,214 - £64,207 a year",Glasgow G40 2QW•Temporarily Remote,"
Understanding of data warehousing and data modelling techniques.
Help define data governance policies and support data versioning processes.
"
2547,Data Engineer / Machine Learning Engineer,Streamba,,Glasgow•Remote,"
Ability to perform ad-hoc data analysis.
Experience integrating data from clients, third-party APIs and our production systems.
"
2548,Head of Data and Analytics,FPSG,,Glasgow,"
Principal lead on introducing new data initiatives such as interactive visualisations, automation of statistical productions where appropriate, data science and…
"
2549,Lecturer/ Senior Lecturer/ Reader in Machine Learning,University of Glasgow,"£53,348 - £60,022 a year",Glasgow,"
C6 Extensive IT and data analysis/interpretation skills.
C3 Excellent communication skills, with ability to communicate complex data/concepts clearly and…
"
2550,Data Scientist,Barclays,,Glasgow,"
Experience applying machine learning methods with big data technologies.
Extensive experience of statistical analysis, data mining and visualisation techniques.
"
2551,Data Scientist,University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
Support Senior Data Science Manager and other Centre staff in the acquisition of data from data owners; clean, link and otherwise curate the data.
"
2552,newData Scientist,LumiraDx UK Ltd,,Stirling FK9 5QD•Remote,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.
Experience with manipulating large datasets for data…
"
2553,Data Scientist,Experian,,Glasgow,"
SQL for data access and retrieval.
Continually learn and develop the knowledge and skills to process, manipulate and analyse data used in Experian data products…
"
2554,Lead Data Scientist,Barclays,,Glasgow,"
Exceptional ability to extract strategic insights from large data sets.
Experience applying machine learning methods with big data technologies.
"
2555,Senior Data Scientist,Barclays,,Glasgow,"
You will have in-depth knowledge of a broad range of statistical techniques and shape up data science projects for other data scientists to deliver, and provide…
"
2556,Data Scientist (Digital Storytelling Engineer),University of Glasgow,"£36,382 - £40,927 a year",Glasgow,"
E2 Significant experience of specifying, designing and implementing accessible, scalable data driven dashboards and/or interactive data interfaces.
"
2557,Data Scientist,Cigna,,Glasgow G1 3RS,"
Work with Data Engineering to keep abreast of data enrichment including first and third party data.
Employ state-of-the-data machine learning algorithms to…
"
