title,company,salary,location,summary
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Senior Data Analyst,Metrica Recruitment,"£70,000 - £80,000 a year",England,"
Python experience of transforming data and building data pipelines.
Work with the team to understand their requirements, gather the data, clean the data, and…
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
BI Developer (SQL),Robert Half,"£32,000 - £40,000 a year",England•Remote,"
Assist in maintaining the data warehouse.
Assist in maintaining data mapping protocols and structure.
Take responsibility for the loading of data via Azure Data…
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
newBusiness Analyst with Ransomware,Robert Half,£500 - £600 a day,England•Remote,"
Working with internal teams to identify who owns the data/code and how to remediate.
Follow up user ID data security breaches (breaches in ID credentials in…
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
Senior Business Analyst,Artis Recruitment,"£55,000 - £57,000 a year",Salisbury,"
Experienced at data and trend analysis, to understand the drivers behind the business and the need for change.
Previous experience of Scrum Agile development.
"
Associate - Digital & Platform Services Transformation Proje...,"JPMorgan Chase Bank, N.A.",,Bournemouth,"
Perform detailed data analysis using data modelling techniques.
CORE is a central component for Client Onboarding that aggregates the data requirements for…
"
Pricing Change Business Analyst/Product Owner- Associate,"JPMorgan Chase Bank, N.A.",,Bournemouth,"
The integration of reference data drives consistency and accuracy of pricing reference data across the firm.
Provide data validation, analysis, and recommended…
"
Data Pipeline Service Design Test Analyst - RITM0707658,Certes,,Fareham•Temporarily Remote,"
Data Linkage – linking data across multiple data sets for use by research analysts, such as COVID/Health data;
Data Pipeline Service Design Test Analyst.
"
Business Test Analyst,Momentum Security Recruitment,"£25,000 a year",Southampton+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
CIB Markets Operations Global Fixed Income & Credit Change -...,"JPMorgan Chase Bank, N.A.",,Bournemouth,"
Strong data analysis skills, including analysis of operational, process, and financial data.
Conduct data collection and analysis to develop recommendations for…
"
Lecturer/Associate Professor in Computational Environmental...,University of Southampton,"£39,739 - £65,107 a year",Southampton,"
Your specialisms in data analytics might include the analysis of big data through Machine Learning, Artificial Intelligence, uncertainty quantification, and/or…
"
Senior Commercial Analyst – Global Business,Hartley Resourcing,"£45,000 - £50,000 a year",Fareham,"
Reviewing historical & current data to look for trends and help understand what affects pricing / revenue.
Being able to demonstrate experience of working with…
"
Senior Business Systems Developer / Analyst,Pall,,Portsmouth,"
Able to write SQL queries, functions and procedures, as well as analyze data.
Administer and support PPM and supporting applications by maintaining…
"
Logistics Analyst,Farrow & Ball,"£23,000 - £25,000 a year",Wimborne BH21 7NL,"
Supporting budget preparation work and price negotiation through data preparation and carrier analysis.
Ability to present data in a meaningful way using a…
"
Lead Business Intelligence Analyst,Farrow & Ball,"£50,000 a year",Wimborne BH21 7NL,"
Supporting the reporting analyst through mentoring and being a point of escalation.
Working closely with the business to identify issues or opportunities and…
"
CONTRACT BUSINESS ANALYST – SC CLEARED,Searchability,£635 a month,Hampshire,"
Competitive Rate (IR35 - Inside and Outside available).
The ability to build long-lasting professional relationships with internal and external stakeholders.
"
Customer Insight Analyst,CCP,"£55,000 - £65,000 a year",New Alresford SO24,"
Have proven experience in CRM, customer data analytics and ecommerce trading.
Their current, recently cleansed data can be taken from various sources which has…
"
BI Consultant - Home - based - GBP50 - 65k,Nigel Frank International Limited,"£50,000 - £65,000 a year",Southampton•Remote,"
Please note - this role is home based but will require you to travel to client site when required.
A fantastic Microsoft Gold Partner is looking to recruit a…
"
Business Systems Analyst,Matchtech,,Southampton,"
Strong structured business systems analysis, data modelling and design skills.
I'm sourcing for a Business and System Analyst who has a background in the…
"
Performance Analyst - Research and Analysis (Graduates Welco...,Youturn,"£30,000 a year",United Kingdom,"
Experience preparing and presenting data evaluation and performance monitoring briefings and data to partners would also be an advantage.
"
Power BI Developer,Opus Recruitment Solutions,,Bournemouth•Temporarily Remote,A defence client of mine based in Bournemouth is looking for an SC cleared Power BI Developer to join their growing Data Team for a 4 month contract. Key to…
Business Intelligence Developer,,£34 - £44 a day,Portsmouth•Remote,"
Advantage Resourcing are working in partnership with a world leading engineering company who operate within the defence sector and are currently seeking an…
"
Cost Analyst - Graduate Opportunity,Pall,,Portsmouth,"
Build monthly spread templates and send to plant partners for forecast data.
You will report into the BU Cost Accountant and be responsible for performing…
"
newMarket Pricing Analyst,Ageas Insurance Limited,"£26,400 - £36,000 a year",Bournemouth BH2 6EE,"
Experience in a relevant role in a data-driven environment.
Experience of using statistics to explore and validate data, extract and manipulate large datasets…
"
Senior SQL Server and QlikView Business Intelligence Develop...,Nexus Recruitment,"£45,000 - £60,000 a year",Winchester,"
This will include developing a robust and effective data warehouse and associated reporting tools.
Senior SQL Server and QlikView Business Intelligence…
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Southampton+2 locations•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Southampton•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
Business Intelligence Developer (BI/SAP),Matchtech,,Portsmouth,"
Business Intelligence Developer (BI/SAP) - 12 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
"
Business Intelligence Developer,Matchtech,,Portsmouth,"
Business Intelligence Developer - 24 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
Produces models in support of business strategy.
"
CONTRACT BUSINESS ANALYST – SC CLEARED,Searchability,£635 a month,Hampshire,"
Competitive Rate (IR35 - Inside and Outside available).
The ability to build long-lasting professional relationships with internal and external stakeholders.
"
Customer Insight Analyst,CCP,"£55,000 - £65,000 a year",New Alresford SO24,"
Have proven experience in CRM, customer data analytics and ecommerce trading.
Their current, recently cleansed data can be taken from various sources which has…
"
newSenior Pricing Analyst,Ageas Insurance Limited,,Bournemouth BH2 6EE,"
Run data for modelling, pricing and monitoring.
Highly skilled in the use of programming language (e.g. SAS) to manipulate data.
"
BI Consultant - Home - based - GBP50 - 65k,Nigel Frank International Limited,"£50,000 - £65,000 a year",Southampton•Remote,"
Please note - this role is home based but will require you to travel to client site when required.
A fantastic Microsoft Gold Partner is looking to recruit a…
"
Business Systems Analyst,Matchtech,,Southampton,"
Strong structured business systems analysis, data modelling and design skills.
I'm sourcing for a Business and System Analyst who has a background in the…
"
IT Business Systems Analyst (Hinkley/Remote),Talent Locker,"£40,000 - £50,000 a year",Eastleigh•Remote,"
They have recently implemented Microsoft Dynamics NAV along with an HR system called iTrent, Office365 & SharePoint.
"
Systems Business Analyst,McCarthy & Stone Retirement Lifestyles,,Bournemouth,"
Good understanding of analytical data.
To leverage and continually improve the efficiencies and performance of the Services teams, including Finance and…
"
Power BI Developer,Opus Recruitment Solutions,,Bournemouth•Temporarily Remote,A defence client of mine based in Bournemouth is looking for an SC cleared Power BI Developer to join their growing Data Team for a 4 month contract. Key to…
Business Intelligence Developer,,£34 - £44 a day,Portsmouth•Remote,"
Advantage Resourcing are working in partnership with a world leading engineering company who operate within the defence sector and are currently seeking an…
"
Cost Analyst - Graduate Opportunity,Pall,,Portsmouth,"
Build monthly spread templates and send to plant partners for forecast data.
You will report into the BU Cost Accountant and be responsible for performing…
"
Senior SQL Server and QlikView Business Intelligence Develop...,Nexus Recruitment,"£45,000 - £60,000 a year",Winchester,"
This will include developing a robust and effective data warehouse and associated reporting tools.
Senior SQL Server and QlikView Business Intelligence…
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Southampton+2 locations•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Southampton•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
Business Intelligence Developer (BI/SAP),Matchtech,,Portsmouth,"
Business Intelligence Developer (BI/SAP) - 12 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
"
Business Intelligence Developer,Matchtech,,Portsmouth,"
Business Intelligence Developer - 24 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
Produces models in support of business strategy.
"
Lead Business Intelligence Analyst,Farrow & Ball,"£50,000 a year",Wimborne BH21 7NL,"
Supporting the reporting analyst through mentoring and being a point of escalation.
Working closely with the business to identify issues or opportunities and…
"
CONTRACT BUSINESS ANALYST – SC CLEARED,Searchability,£635 a month,Hampshire,"
Competitive Rate (IR35 - Inside and Outside available).
The ability to build long-lasting professional relationships with internal and external stakeholders.
"
Customer Insight Analyst,CCP,"£55,000 - £65,000 a year",New Alresford SO24,"
Have proven experience in CRM, customer data analytics and ecommerce trading.
Their current, recently cleansed data can be taken from various sources which has…
"
BI Consultant - Home - based - GBP50 - 65k,Nigel Frank International Limited,"£50,000 - £65,000 a year",Southampton•Remote,"
Please note - this role is home based but will require you to travel to client site when required.
A fantastic Microsoft Gold Partner is looking to recruit a…
"
Business Systems Analyst,Matchtech,,Southampton,"
Strong structured business systems analysis, data modelling and design skills.
I'm sourcing for a Business and System Analyst who has a background in the…
"
IT Business Systems Analyst (Hinkley/Remote),Talent Locker,"£40,000 - £50,000 a year",Eastleigh•Remote,"
They have recently implemented Microsoft Dynamics NAV along with an HR system called iTrent, Office365 & SharePoint.
"
Systems Business Analyst,McCarthy & Stone Retirement Lifestyles,,Bournemouth,"
Good understanding of analytical data.
To leverage and continually improve the efficiencies and performance of the Services teams, including Finance and…
"
Power BI Developer,Opus Recruitment Solutions,,Bournemouth•Temporarily Remote,A defence client of mine based in Bournemouth is looking for an SC cleared Power BI Developer to join their growing Data Team for a 4 month contract. Key to…
Business Intelligence Developer,,£34 - £44 a day,Portsmouth•Remote,"
Advantage Resourcing are working in partnership with a world leading engineering company who operate within the defence sector and are currently seeking an…
"
Cost Analyst - Graduate Opportunity,Pall,,Portsmouth,"
Build monthly spread templates and send to plant partners for forecast data.
You will report into the BU Cost Accountant and be responsible for performing…
"
Senior SQL Server and QlikView Business Intelligence Develop...,Nexus Recruitment,"£45,000 - £60,000 a year",Winchester,"
This will include developing a robust and effective data warehouse and associated reporting tools.
Senior SQL Server and QlikView Business Intelligence…
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Southampton+2 locations•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Southampton•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
Business Intelligence Developer (BI/SAP),Matchtech,,Portsmouth,"
Business Intelligence Developer (BI/SAP) - 12 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
"
Business Intelligence Developer,Matchtech,,Portsmouth,"
Business Intelligence Developer - 24 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
Produces models in support of business strategy.
"
Lead Business Intelligence Analyst,Farrow & Ball,"£50,000 a year",Wimborne BH21 7NL,"
Supporting the reporting analyst through mentoring and being a point of escalation.
Working closely with the business to identify issues or opportunities and…
"
CONTRACT BUSINESS ANALYST – SC CLEARED,Searchability,£635 a month,Hampshire,"
Competitive Rate (IR35 - Inside and Outside available).
The ability to build long-lasting professional relationships with internal and external stakeholders.
"
Customer Insight Analyst,CCP,"£55,000 - £65,000 a year",New Alresford SO24,"
Have proven experience in CRM, customer data analytics and ecommerce trading.
Their current, recently cleansed data can be taken from various sources which has…
"
BI Consultant - Home - based - GBP50 - 65k,Nigel Frank International Limited,"£50,000 - £65,000 a year",Southampton•Remote,"
Please note - this role is home based but will require you to travel to client site when required.
A fantastic Microsoft Gold Partner is looking to recruit a…
"
Business Systems Analyst,Matchtech,,Southampton,"
Strong structured business systems analysis, data modelling and design skills.
I'm sourcing for a Business and System Analyst who has a background in the…
"
IT Business Systems Analyst (Hinkley/Remote),Talent Locker,"£40,000 - £50,000 a year",Eastleigh•Remote,"
They have recently implemented Microsoft Dynamics NAV along with an HR system called iTrent, Office365 & SharePoint.
"
Systems Business Analyst,McCarthy & Stone Retirement Lifestyles,,Bournemouth,"
Good understanding of analytical data.
To leverage and continually improve the efficiencies and performance of the Services teams, including Finance and…
"
Power BI Developer,Opus Recruitment Solutions,,Bournemouth•Temporarily Remote,A defence client of mine based in Bournemouth is looking for an SC cleared Power BI Developer to join their growing Data Team for a 4 month contract. Key to…
Business Intelligence Developer,,£34 - £44 a day,Portsmouth•Remote,"
Advantage Resourcing are working in partnership with a world leading engineering company who operate within the defence sector and are currently seeking an…
"
Cost Analyst - Graduate Opportunity,Pall,,Portsmouth,"
Build monthly spread templates and send to plant partners for forecast data.
You will report into the BU Cost Accountant and be responsible for performing…
"
Senior SQL Server and QlikView Business Intelligence Develop...,Nexus Recruitment,"£45,000 - £60,000 a year",Winchester,"
This will include developing a robust and effective data warehouse and associated reporting tools.
Senior SQL Server and QlikView Business Intelligence…
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Southampton+2 locations•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Southampton•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
Business Intelligence Developer (BI/SAP),Matchtech,,Portsmouth,"
Business Intelligence Developer (BI/SAP) - 12 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
"
Business Intelligence Developer,Matchtech,,Portsmouth,"
Business Intelligence Developer - 24 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
Produces models in support of business strategy.
"
Lead Business Intelligence Analyst,Farrow & Ball,"£50,000 a year",Wimborne BH21 7NL,"
Supporting the reporting analyst through mentoring and being a point of escalation.
Working closely with the business to identify issues or opportunities and…
"
CONTRACT BUSINESS ANALYST – SC CLEARED,Searchability,£635 a month,Hampshire,"
Competitive Rate (IR35 - Inside and Outside available).
The ability to build long-lasting professional relationships with internal and external stakeholders.
"
Customer Insight Analyst,CCP,"£55,000 - £65,000 a year",New Alresford SO24,"
Have proven experience in CRM, customer data analytics and ecommerce trading.
Their current, recently cleansed data can be taken from various sources which has…
"
BI Consultant - Home - based - GBP50 - 65k,Nigel Frank International Limited,"£50,000 - £65,000 a year",Southampton•Remote,"
Please note - this role is home based but will require you to travel to client site when required.
A fantastic Microsoft Gold Partner is looking to recruit a…
"
Business Systems Analyst,Matchtech,,Southampton,"
Strong structured business systems analysis, data modelling and design skills.
I'm sourcing for a Business and System Analyst who has a background in the…
"
IT Business Systems Analyst (Hinkley/Remote),Talent Locker,"£40,000 - £50,000 a year",Eastleigh•Remote,"
They have recently implemented Microsoft Dynamics NAV along with an HR system called iTrent, Office365 & SharePoint.
"
Systems Business Analyst,McCarthy & Stone Retirement Lifestyles,,Bournemouth,"
Good understanding of analytical data.
To leverage and continually improve the efficiencies and performance of the Services teams, including Finance and…
"
Power BI Developer,Opus Recruitment Solutions,,Bournemouth•Temporarily Remote,A defence client of mine based in Bournemouth is looking for an SC cleared Power BI Developer to join their growing Data Team for a 4 month contract. Key to…
Business Intelligence Developer,,£34 - £44 a day,Portsmouth•Remote,"
Advantage Resourcing are working in partnership with a world leading engineering company who operate within the defence sector and are currently seeking an…
"
Cost Analyst - Graduate Opportunity,Pall,,Portsmouth,"
Build monthly spread templates and send to plant partners for forecast data.
You will report into the BU Cost Accountant and be responsible for performing…
"
Senior SQL Server and QlikView Business Intelligence Develop...,Nexus Recruitment,"£45,000 - £60,000 a year",Winchester,"
This will include developing a robust and effective data warehouse and associated reporting tools.
Senior SQL Server and QlikView Business Intelligence…
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Southampton+2 locations•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Southampton•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
Business Intelligence Developer (BI/SAP),Matchtech,,Portsmouth,"
Business Intelligence Developer (BI/SAP) - 12 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
"
Business Intelligence Developer,Matchtech,,Portsmouth,"
Business Intelligence Developer - 24 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
Produces models in support of business strategy.
"
Lead Business Intelligence Analyst,Farrow & Ball,"£50,000 a year",Wimborne BH21 7NL,"
Supporting the reporting analyst through mentoring and being a point of escalation.
Working closely with the business to identify issues or opportunities and…
"
CONTRACT BUSINESS ANALYST – SC CLEARED,Searchability,£635 a month,Hampshire,"
Competitive Rate (IR35 - Inside and Outside available).
The ability to build long-lasting professional relationships with internal and external stakeholders.
"
Customer Insight Analyst,CCP,"£55,000 - £65,000 a year",New Alresford SO24,"
Have proven experience in CRM, customer data analytics and ecommerce trading.
Their current, recently cleansed data can be taken from various sources which has…
"
BI Consultant - Home - based - GBP50 - 65k,Nigel Frank International Limited,"£50,000 - £65,000 a year",Southampton•Remote,"
Please note - this role is home based but will require you to travel to client site when required.
A fantastic Microsoft Gold Partner is looking to recruit a…
"
Business Systems Analyst,Matchtech,,Southampton,"
Strong structured business systems analysis, data modelling and design skills.
I'm sourcing for a Business and System Analyst who has a background in the…
"
IT Business Systems Analyst (Hinkley/Remote),Talent Locker,"£40,000 - £50,000 a year",Eastleigh•Remote,"
They have recently implemented Microsoft Dynamics NAV along with an HR system called iTrent, Office365 & SharePoint.
"
Systems Business Analyst,McCarthy & Stone Retirement Lifestyles,,Bournemouth,"
Good understanding of analytical data.
To leverage and continually improve the efficiencies and performance of the Services teams, including Finance and…
"
Power BI Developer,Opus Recruitment Solutions,,Bournemouth•Temporarily Remote,A defence client of mine based in Bournemouth is looking for an SC cleared Power BI Developer to join their growing Data Team for a 4 month contract. Key to…
Business Intelligence Developer,,£34 - £44 a day,Portsmouth•Remote,"
Advantage Resourcing are working in partnership with a world leading engineering company who operate within the defence sector and are currently seeking an…
"
Cost Analyst - Graduate Opportunity,Pall,,Portsmouth,"
Build monthly spread templates and send to plant partners for forecast data.
You will report into the BU Cost Accountant and be responsible for performing…
"
Senior SQL Server and QlikView Business Intelligence Develop...,Nexus Recruitment,"£45,000 - £60,000 a year",Winchester,"
This will include developing a robust and effective data warehouse and associated reporting tools.
Senior SQL Server and QlikView Business Intelligence…
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Southampton+2 locations•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Southampton•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
Business Intelligence Developer (BI/SAP),Matchtech,,Portsmouth,"
Business Intelligence Developer (BI/SAP) - 12 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
"
Business Intelligence Developer,Matchtech,,Portsmouth,"
Business Intelligence Developer - 24 month contract - Portsmouth - £43.95ph UMB or £34.20ph PAYE (Inside IR35).
Produces models in support of business strategy.
"
CONTRACT BUSINESS ANALYST – SC CLEARED,Searchability,£635 a month,Hampshire,"
Competitive Rate (IR35 - Inside and Outside available).
The ability to build long-lasting professional relationships with internal and external stakeholders.
"
Customer Insight Analyst,CCP,"£55,000 - £65,000 a year",New Alresford SO24,"
Have proven experience in CRM, customer data analytics and ecommerce trading.
Their current, recently cleansed data can be taken from various sources which has…
"
BI Consultant - Home - based - GBP50 - 65k,Nigel Frank International Limited,"£50,000 - £65,000 a year",Southampton•Remote,"
Please note - this role is home based but will require you to travel to client site when required.
A fantastic Microsoft Gold Partner is looking to recruit a…
"
Business Systems Analyst,Matchtech,,Southampton,"
Strong structured business systems analysis, data modelling and design skills.
I'm sourcing for a Business and System Analyst who has a background in the…
"
IT Business Systems Analyst (Hinkley/Remote),Talent Locker,"£40,000 - £50,000 a year",Eastleigh•Remote,"
They have recently implemented Microsoft Dynamics NAV along with an HR system called iTrent, Office365 & SharePoint.
"
Systems Business Analyst,McCarthy & Stone Retirement Lifestyles,,Bournemouth,"
Good understanding of analytical data.
To leverage and continually improve the efficiencies and performance of the Services teams, including Finance and…
"
Power BI Developer,Opus Recruitment Solutions,,Bournemouth•Temporarily Remote,A defence client of mine based in Bournemouth is looking for an SC cleared Power BI Developer to join their growing Data Team for a 4 month contract. Key to…
